	NeuralTube_Somites_n	NeuralTube_Somites_p	NeuralTube_Somites_s
14124	Gm33858	1.0	0.0
14123	Gm11936	1.0	0.0
14122	Gja10	1.0	0.0
14121	Bach2os	1.0	0.0
14120	Gm5528	1.0	0.0
14119	Klrg1	1.0	0.0
14118	Gm47434	1.0	0.0
14117	Gm44453	1.0	0.0
14116	Gm16140	1.0	0.0
14114	Pdk4	1.0	0.0
14089	Gm11227	1.0	0.0
14088	Gm45824	1.0	0.0
14087	Gm12599	1.0	0.0
14060	Gm12094	1.0	0.0
14059	Iqub	1.0	0.0
14058	Gm29237	1.0	0.0
14057	Gm8098	1.0	0.0
14056	Gm12096	1.0	0.0
14055	Gm17997	1.0	0.0
14054	Gm7192	1.0	0.0
14053	Gm24443	1.0	0.0
14052	Spink4	1.0	0.0
14051	Gm23494	1.0	0.0
14050	Gm6373	1.0	0.0
14049	Il1r1	1.0	0.0
14048	Gm12388	1.0	0.0
14047	Gm12385	1.0	0.0
14046	Gm12383	1.0	0.0
14045	Gm45244	1.0	0.0
14044	Gm12374	1.0	0.0
14043	Gm12365	1.0	0.0
14042	Gpr37	1.0	0.0
14041	Gm12361	1.0	0.0
14040	Olfr974	1.0	0.0
14061	Gm10601	1.0	0.0
14062	Ccdc180	1.0	0.0
14063	Gm38135	1.0	0.0
14064	Abca13	1.0	0.0
14086	Gm25480	1.0	0.0
14085	Gm12004	1.0	0.0
14084	8030451A03Rik	1.0	0.0
14083	Gm12010	1.0	0.0
14082	Cnga3	1.0	0.0
14081	AU022793	1.0	0.0
14080	Gm11210	1.0	0.0
14079	Gm49254	1.0	0.0
14078	Gm6578	1.0	0.0
14077	Akt2-ps	1.0	0.0
14137	Gm12381	1.0	0.0
14076	Gm5364	1.0	0.0
14074	Trhr	1.0	0.0
14073	Gm19235	1.0	0.0
14072	Gmfg-ps	1.0	0.0
14071	Pon1	1.0	0.0
14070	Gm26889	1.0	0.0
14069	Gm12530	1.0	0.0
14068	Rdh16	1.0	0.0
14067	Gm12507	1.0	0.0
14066	Gm12018	1.0	0.0
14065	Mup6	1.0	0.0
14075	Gm29909	1.0	0.0
14039	Gm12350	1.0	0.0
14138	2010109P13Rik	1.0	0.0
14140	Spag16	1.0	0.0
14212	D630029K05Rik	1.0	0.0
14211	Gm24202	1.0	0.0
14210	Gm13307	1.0	0.0
14209	Gm25781	1.0	0.0
14208	Trarg1	1.0	0.0
14207	Gm37957	1.0	0.0
14206	Tmigd1	1.0	0.0
14205	Lmod3	1.0	0.0
14204	Gm12679	1.0	0.0
14203	Olfr858-ps1	1.0	0.0
14202	Gm44981	1.0	0.0
14201	Gm45699	1.0	0.0
14200	Gm12516	1.0	0.0
14199	4930412L05Rik	1.0	0.0
14198	Olfr412	1.0	0.0
14197	Gm12475	1.0	0.0
14196	C630028M04Rik	1.0	0.0
14195	Gm22042	1.0	0.0
14194	Gm12458	1.0	0.0
14193	Aldob	1.0	0.0
14192	Vmn1r49	1.0	0.0
14213	Gm24601	1.0	0.0
14191	Acnat1	1.0	0.0
14214	Sit1	1.0	0.0
14216	Gm12340	1.0	0.0
14237	Tent5d	1.0	0.0
14236	Gm25080	1.0	0.0
14235	4930540M05Rik	1.0	0.0
14234	Gm9408	1.0	0.0
14233	Gm31243	1.0	0.0
14232	Dgkeos	1.0	0.0
14231	Mpo	1.0	0.0
14230	Gm28513	1.0	0.0
14229	Gm7642	1.0	0.0
14228	Gm4486	1.0	0.0
14227	Gm44712	1.0	0.0
14226	4930466I24Rik	1.0	0.0
14225	Olfr857	1.0	0.0
14224	A830008E24Rik	1.0	0.0
14223	Gm46526	1.0	0.0
14222	Gm25011	1.0	0.0
14221	1700016K19Rik	1.0	0.0
14220	Gm27934	1.0	0.0
14219	Msmp	1.0	0.0
14218	Gm25832	1.0	0.0
14217	Cps1	1.0	0.0
14215	Gm45571	1.0	0.0
14190	Acnat2	1.0	0.0
14189	Gm16208	1.0	0.0
14188	4921511C20Rik	1.0	0.0
14161	Teddm2	1.0	0.0
14160	Gm11860	1.0	0.0
14159	Gm11869	1.0	0.0
14158	Gm14898	1.0	0.0
14157	Gm7680	1.0	0.0
14156	Gm39662	1.0	0.0
14155	Slc26a7	1.0	0.0
14154	Gm18035	1.0	0.0
14153	Gm11205	1.0	0.0
14152	Gm11822	1.0	0.0
14151	Gm16161	1.0	0.0
14150	Rgsl1	1.0	0.0
14149	2310008N11Rik	1.0	0.0
14148	Gm26448	1.0	0.0
14147	Olfr403	1.0	0.0
14146	Olfr830	1.0	0.0
14145	1700030O20Rik	1.0	0.0
14144	Gm12397	1.0	0.0
14143	Gm12396	1.0	0.0
14142	Myrfl	1.0	0.0
14141	Gm12390	1.0	0.0
14162	Gm11854	1.0	0.0
14163	Gm24419	1.0	0.0
14164	5031434C07Rik	1.0	0.0
14165	Sebox	1.0	0.0
14187	Gm38343	1.0	0.0
14186	Lrrc10	1.0	0.0
14185	Gm568	1.0	0.0
14184	4933436I01Rik	1.0	0.0
14183	Trim14	1.0	0.0
14182	Gm14573	1.0	0.0
14181	Gm9839	1.0	0.0
14180	Gm12444	1.0	0.0
14179	4930402H05Rik	1.0	0.0
14178	Gm16421	1.0	0.0
14139	A630035G10Rik	1.0	0.0
14177	Gm14928	1.0	0.0
14175	Gm22772	1.0	0.0
14174	Aqp7	1.0	0.0
14173	Gm28497	1.0	0.0
14172	Fhl5	1.0	0.0
14171	Gm11889	1.0	0.0
14170	Gm19174	1.0	0.0
14169	Gm32172	1.0	0.0
14168	0610040F04Rik	1.0	0.0
14167	4930598A11Rik	1.0	0.0
14166	Atp6v0d2	1.0	0.0
14176	AA536875	1.0	0.0
14238	Gm14849	1.0	0.0
14038	Gm13306	1.0	0.0
14036	1700011L03Rik	1.0	0.0
13909	Gm33497	1.0	0.0
13908	Gm10286	1.0	0.0
13907	Gm6428	1.0	0.0
13906	Gm20488	1.0	0.0
13905	Gm12654	1.0	0.0
13904	Gm12641	1.0	0.0
13903	Gm12667	1.0	0.0
13902	Gm12643	1.0	0.0
13901	1700061N14Rik	1.0	0.0
13900	Gm12635	1.0	0.0
13899	Gm11959	1.0	0.0
13898	Tinagl1	1.0	0.0
13897	Olfr229	1.0	0.0
13896	Hba-a1	1.0	0.0
13895	Gm8357	1.0	0.0
13894	Ly6l	1.0	0.0
13893	Gm48081	1.0	0.0
13892	Gpihbp1	1.0	0.0
13891	Gm22275	1.0	0.0
13890	Padi1	1.0	0.0
13889	Gm6011	1.0	0.0
13910	Gm12788	1.0	0.0
13888	Padi6	1.0	0.0
13911	Osm	1.0	0.0
13913	Gm43332	1.0	0.0
13934	Gm11406	1.0	0.0
13933	Gm47327	1.0	0.0
13932	Gm42303	1.0	0.0
13931	Gm11252	1.0	0.0
13930	Gm12912	1.0	0.0
13929	Gm43196	1.0	0.0
13928	Gm4740	1.0	0.0
13927	Gm5213	1.0	0.0
13926	Gm12351	1.0	0.0
13925	Gm12629	1.0	0.0
13924	Gm12634	1.0	0.0
13923	Gm12791	1.0	0.0
13922	Gm43461	1.0	0.0
13921	0610043K17Rik	1.0	0.0
13920	Gm43156	1.0	0.0
13919	Ube2u	1.0	0.0
13918	Sec14l3	1.0	0.0
13917	Gm12702	1.0	0.0
13916	Gm43155	1.0	0.0
13915	Gm11955	1.0	0.0
13914	4930413F20Rik	1.0	0.0
13912	Gm10385	1.0	0.0
13887	Gm17060	1.0	0.0
13886	Gm12217	1.0	0.0
13885	n-R5s82	1.0	0.0
13858	Gm26061	1.0	0.0
13857	Gm12230	1.0	0.0
13856	Gm13124	1.0	0.0
13855	4933427E11Rik	1.0	0.0
13854	Psca	1.0	0.0
13853	Aadacl3	1.0	0.0
13852	Pramef12	1.0	0.0
13851	Pramef17	1.0	0.0
13850	Gm13042	1.0	0.0
13849	Gm8326	1.0	0.0
13848	Gm39556	1.0	0.0
13847	Gm45892	1.0	0.0
13846	Gimap6	1.0	0.0
13845	Gimap1os	1.0	0.0
13844	Gm13126	1.0	0.0
13843	Olfr1377	1.0	0.0
13842	Gm28321	1.0	0.0
13841	Cdh16	1.0	0.0
13840	Gm37863	1.0	0.0
13839	Gm27164	1.0	0.0
13838	Gm13257	1.0	0.0
13859	Tnfrsf8	1.0	0.0
13860	Gm21411	1.0	0.0
13861	C230088H06Rik	1.0	0.0
13862	Gm10631	1.0	0.0
13884	Gm12222	1.0	0.0
13883	Gm31458	1.0	0.0
13882	C230029F24Rik	1.0	0.0
13881	4933411E06Rik	1.0	0.0
13880	Npvf	1.0	0.0
13879	Meikin	1.0	0.0
13878	Pla2g5	1.0	0.0
13877	Gm44109	1.0	0.0
13876	Ubxn10	1.0	0.0
13875	Adam34	1.0	0.0
13935	Tyrp1	1.0	0.0
13874	Gm25426	1.0	0.0
13872	Gm49234	1.0	0.0
13871	Gimap3	1.0	0.0
13870	Ly6g2	1.0	0.0
13869	Gm15044	1.0	0.0
13868	Gm8304	1.0	0.0
13867	Chchd2-ps	1.0	0.0
13866	Olfr455	1.0	0.0
13865	Olfr1376-ps1	1.0	0.0
13864	Gm6329	1.0	0.0
13863	Gm44731	1.0	0.0
13873	Gm45843	1.0	0.0
14037	Gm12088	1.0	0.0
13936	AC120011.1	1.0	0.0
13938	Gm24098	1.0	0.0
14010	Gm26738	1.0	0.0
14009	Gm49786	1.0	0.0
14008	Gm11251	1.0	0.0
14007	Gm45702	1.0	0.0
14006	Gm22846	1.0	0.0
14005	Apoa4	1.0	0.0
14004	Prss39	1.0	0.0
14003	Gm6446	1.0	0.0
14002	Cd7	1.0	0.0
14001	Gm8458	1.0	0.0
14000	Gm11793	1.0	0.0
13999	Gm37127	1.0	0.0
13998	Tex19.2	1.0	0.0
13997	Gm28415	1.0	0.0
13996	Gm6408	1.0	0.0
13995	Gm8494	1.0	0.0
13994	Gm12899	1.0	0.0
13993	Gm49089	1.0	0.0
13992	Gm48827	1.0	0.0
13991	Cdcp2	1.0	0.0
13990	Gm5472	1.0	0.0
14011	Gm23109	1.0	0.0
13989	Fam151a	1.0	0.0
14012	Gm7595	1.0	0.0
14014	Gm24213	1.0	0.0
14035	Gm3289	1.0	0.0
14034	Gm2796	1.0	0.0
14033	1700030C12Rik	1.0	0.0
14032	Gm12063	1.0	0.0
14031	2610300A13Rik	1.0	0.0
14030	Gm12070	1.0	0.0
14029	Gm12080	1.0	0.0
14028	Colec10	1.0	0.0
14027	Gm12678	1.0	0.0
14026	Gm8820	1.0	0.0
14025	Gm12455	1.0	0.0
14024	Gm45575	1.0	0.0
14023	Gm5300	1.0	0.0
14022	Gm49036	1.0	0.0
14021	Wnt2	1.0	0.0
14020	Olfr155	1.0	0.0
14019	Gm15592	1.0	0.0
14018	Gm20186	1.0	0.0
14017	Gm5523	1.0	0.0
14016	4930579M01Rik	1.0	0.0
14015	Gm12472	1.0	0.0
14013	Gm46516	1.0	0.0
13988	4930535G08Rik	1.0	0.0
13987	Gm12727	1.0	0.0
13986	C8b	1.0	0.0
13959	Gm48945	1.0	0.0
13958	Gm4870	1.0	0.0
13957	Gm37905	1.0	0.0
13956	Gm45577	1.0	0.0
13955	Gm12994	1.0	0.0
13954	Gm11950	1.0	0.0
13953	Gm29793	1.0	0.0
13952	D5Ertd605e	1.0	0.0
13951	Gm12610	1.0	0.0
13950	Gm49282	1.0	0.0
13949	Gm24133	1.0	0.0
13948	Gm34590	1.0	0.0
13947	Gm12604	1.0	0.0
13946	Gm36241	1.0	0.0
13945	Ankrd36	1.0	0.0
13944	Gm26017	1.0	0.0
13943	Gm49271	1.0	0.0
13942	Gm48007	1.0	0.0
13941	Gm36447	1.0	0.0
13940	D330037F02Rik	1.0	0.0
13939	Myct1	1.0	0.0
13960	Kncn	1.0	0.0
13961	Gm31557	1.0	0.0
13962	Gm49208	1.0	0.0
13963	2900052N01Rik	1.0	0.0
13985	Mip	1.0	0.0
13984	Gm48719	1.0	0.0
13983	Gm9182	1.0	0.0
13982	Gm12830	1.0	0.0
13981	Gm5266	1.0	0.0
13980	Pdzk1ip1	1.0	0.0
13979	Gm24146	1.0	0.0
13978	Gm23024	1.0	0.0
13977	Gm44387	1.0	0.0
13976	A430028G04Rik	1.0	0.0
13937	Gm11412	1.0	0.0
13975	Gm16120	1.0	0.0
13973	Gm47543	1.0	0.0
13972	Gm13015	1.0	0.0
13971	Fam136b-ps	1.0	0.0
13970	Gm25792	1.0	0.0
13969	Gm49296	1.0	0.0
13968	4930456L15Rik	1.0	0.0
13967	Gm47215	1.0	0.0
13966	Gm4791	1.0	0.0
13965	Gm26970	1.0	0.0
13964	Gm43037	1.0	0.0
13974	Gm7114	1.0	0.0
13837	Gm47785	1.0	0.0
14239	Gm9218	1.0	0.0
14241	Adh1	1.0	0.0
14515	Gm11581	1.0	0.0
14514	Gm48727	1.0	0.0
14513	4921539E11Rik	1.0	0.0
14512	Gm4473	1.0	0.0
14511	Gm5210	1.0	0.0
14510	Gm12709	1.0	0.0
14509	C130073F10Rik	1.0	0.0
14508	Gm19141	1.0	0.0
14507	Ttc23l	1.0	0.0
14506	Shisal2a	1.0	0.0
14505	Gm18904	1.0	0.0
14504	Gm2157	1.0	0.0
14503	Gm11220	1.0	0.0
14502	Gm45304	1.0	0.0
14501	Gm9002	1.0	0.0
14500	Tnfsf15	1.0	0.0
14499	Gm24234	1.0	0.0
14498	Gm11483	1.0	0.0
14497	Gm45140	1.0	0.0
14496	Ambp	1.0	0.0
14495	Srpx2	1.0	0.0
14516	Gm26674	1.0	0.0
14494	Trpv1	1.0	0.0
14517	Bsnd	1.0	0.0
14519	Mroh7	1.0	0.0
14540	Gm28449	1.0	0.0
14539	Cd207	1.0	0.0
14538	Gm12633	1.0	0.0
14537	Gm12608	1.0	0.0
14536	4930544D05Rik	1.0	0.0
14535	Gm45817	1.0	0.0
14534	Gm38137	1.0	0.0
14533	Gm10577	1.0	0.0
14532	Gm44209	1.0	0.0
14531	Gm35696	1.0	0.0
14530	Gm44163	1.0	0.0
14529	Angptl8	1.0	0.0
14528	Lrp8os1	1.0	0.0
14527	D730005E14Rik	1.0	0.0
14526	Gm12906	1.0	0.0
14525	Gm35404	1.0	0.0
14524	Gm12870	1.0	0.0
14523	Gm16397	1.0	0.0
14522	Gm33831	1.0	0.0
14521	Gm38840	1.0	0.0
14520	Gm49891	1.0	0.0
14518	2700068H02Rik	1.0	0.0
14493	Wbp2nl	1.0	0.0
14492	Gm27956	1.0	0.0
14491	Mup-ps23	1.0	0.0
14464	Gm25899	1.0	0.0
14463	Gm6877	1.0	0.0
14462	Ptger4	1.0	0.0
14461	Nat8	1.0	0.0
14460	Nat8f2	1.0	0.0
14459	Gm3985	1.0	0.0
14458	Gm22864	1.0	0.0
14457	Gm49301	1.0	0.0
14456	Gm43936	1.0	0.0
14455	1700029P11Rik	1.0	0.0
14454	9530003J23Rik	1.0	0.0
14453	Xaf1	1.0	0.0
14452	9230020A06Rik	1.0	0.0
14451	4933439N06Rik	1.0	0.0
14450	Gm8291	1.0	0.0
14449	Alox12b	1.0	0.0
14448	Vmn1r33	1.0	0.0
14447	Gm8106	1.0	0.0
14446	Gm32552	1.0	0.0
14445	Vmn1r34	1.0	0.0
14444	Gm26964	1.0	0.0
14465	4930553M12Rik	1.0	0.0
14466	Gm11415	1.0	0.0
14467	Il22	1.0	0.0
14468	4932442E05Rik	1.0	0.0
14490	Slc46a2	1.0	0.0
14489	Tnmd	1.0	0.0
14488	Gm44187	1.0	0.0
14487	Olfr39	1.0	0.0
14486	Gm14979	1.0	0.0
14485	Gm46524	1.0	0.0
14484	Gm12580	1.0	0.0
14483	Gm6853	1.0	0.0
14482	Gm43937	1.0	0.0
14481	Zfp616	1.0	0.0
14541	Gm12649	1.0	0.0
14480	Rdh8	1.0	0.0
14478	Ggt6	1.0	0.0
14477	Fbxo39	1.0	0.0
14476	Gm13282	1.0	0.0
14475	Lyz2	1.0	0.0
14474	Hacd4	1.0	0.0
14473	Gm15475	1.0	0.0
14472	Gm11599	1.0	0.0
14471	Gm12551	1.0	0.0
14470	Gm24942	1.0	0.0
14469	Saxo1	1.0	0.0
14479	4930452N14Rik	1.0	0.0
14443	Gm36947	1.0	0.0
14542	Gltpd2	1.0	0.0
14544	Actg2	1.0	0.0
14618	Gm17201	1.0	0.0
14617	A930006L05Rik	1.0	0.0
14616	Gm8495	1.0	0.0
14615	Gm43431	1.0	0.0
14614	Endou	1.0	0.0
14613	Gm12307	1.0	0.0
14612	Gm11997	1.0	0.0
14611	Gm8488	1.0	0.0
14610	1700026F02Rik	1.0	0.0
14609	Vmn2r14	1.0	0.0
14608	Vmn2r13	1.0	0.0
14607	Vmn2r11	1.0	0.0
14606	Slc35g3	1.0	0.0
14605	Plscr5	1.0	0.0
14604	Art3	1.0	0.0
14603	Gm15429	1.0	0.0
14602	Gm26101	1.0	0.0
14601	Gm42518	1.0	0.0
14600	Gm7118	1.0	0.0
14598	Gm29602	1.0	0.0
14596	A930041C12Rik	1.0	0.0
14619	Tmem221	1.0	0.0
14595	Tex50	1.0	0.0
14620	Oas2	1.0	0.0
14622	Gm12003	1.0	0.0
14643	Gm12275	1.0	0.0
14642	Gm26586	1.0	0.0
14641	Gm42575	1.0	0.0
14640	Gm26745	1.0	0.0
14639	Gm5373	1.0	0.0
14638	Gm8214	1.0	0.0
14637	Gm17906	1.0	0.0
14636	Gm15846	1.0	0.0
14635	Arhgap6	1.0	0.0
14634	Ccdc63	1.0	0.0
14633	B3gnt3	1.0	0.0
14632	7420426K07Rik	1.0	0.0
14631	Slamf8	1.0	0.0
14630	Gm49420	1.0	0.0
14629	Rac2	1.0	0.0
14628	Gm43102	1.0	0.0
14627	Gm33700	1.0	0.0
14626	Prr23a3	1.0	0.0
14625	1700046C09Rik	1.0	0.0
14624	Oas1a	1.0	0.0
14623	4930432L08Rik	1.0	0.0
14621	Oas3	1.0	0.0
14594	H1fnt	1.0	0.0
14593	Gm43977	1.0	0.0
14592	Gm8365	1.0	0.0
14565	Gm29396	1.0	0.0
14564	Gm24113	1.0	0.0
14563	1700057G04Rik	1.0	0.0
14562	Apol10b	1.0	0.0
14561	Gm12857	1.0	0.0
14560	Htr2c	1.0	0.0
14559	2900079G21Rik	1.0	0.0
14558	Gm37556	1.0	0.0
14557	Gm43985	1.0	0.0
14556	Mgl2	1.0	0.0
14555	Gm7857	1.0	0.0
14554	C4bp	1.0	0.0
14553	Gm5415	1.0	0.0
14552	Slc16a11	1.0	0.0
14551	Cyp2j5	1.0	0.0
14550	4930483J18Rik	1.0	0.0
14549	Gm37092	1.0	0.0
14548	Osmr	1.0	0.0
14547	Gm12313	1.0	0.0
14546	Gm8419	1.0	0.0
14545	Eqtn	1.0	0.0
14566	Gm43596	1.0	0.0
14567	4933400C23Rik	1.0	0.0
14568	Cxcl2	1.0	0.0
14569	Gm38122	1.0	0.0
14591	Gm26882	1.0	0.0
14590	Gm29478	1.0	0.0
14589	Gm28087	1.0	0.0
14588	Gm4383	1.0	0.0
14587	Olfr810	1.0	0.0
14586	Ywhaq-ps2	1.0	0.0
14585	2310065F04Rik	1.0	0.0
14584	Gm36388	1.0	0.0
14583	Fmo3	1.0	0.0
14582	Gm43515	1.0	0.0
14543	Tm4sf5	1.0	0.0
14581	Ccdc42os	1.0	0.0
14579	Apol11b	1.0	0.0
14578	Gm32281	1.0	0.0
14577	Gm25058	1.0	0.0
14576	Cxcl5	1.0	0.0
14575	Gm12308	1.0	0.0
14574	Ppbp	1.0	0.0
14573	Cxcl3	1.0	0.0
14572	Gm42488	1.0	0.0
14571	Gm43085	1.0	0.0
14570	Cxcl1	1.0	0.0
14580	Olfr806	1.0	0.0
14240	Gm3861	1.0	0.0
14442	Gm12949	1.0	0.0
14440	Snord49b	1.0	0.0
14313	Gm43400	1.0	0.0
14312	Mov10l1	1.0	0.0
14311	E230016K23Rik	1.0	0.0
14310	Gm11803	1.0	0.0
14309	Gm29186	1.0	0.0
14308	Gm16568	1.0	0.0
14307	Spaca3	1.0	0.0
14306	Gm11417	1.0	0.0
14305	Ccl2	1.0	0.0
14304	Cidec	1.0	0.0
14303	Gm25814	1.0	0.0
14302	B230214G05Rik	1.0	0.0
14301	Gm45900	1.0	0.0
14300	Slfn2	1.0	0.0
14299	Gm35066	1.0	0.0
14298	Slfn1	1.0	0.0
14297	Slfn3	1.0	0.0
14296	Gm11427	1.0	0.0
14295	Fancd2os	1.0	0.0
14294	A930009A15Rik	1.0	0.0
14293	1700015O11Rik	1.0	0.0
14314	Gm8132	1.0	0.0
14292	Gm18977	1.0	0.0
14315	Gm47538	1.0	0.0
14317	Gm6652	1.0	0.0
14338	Gm12513	1.0	0.0
14337	Gm35909	1.0	0.0
14336	Gpbar1	1.0	0.0
14335	Gm31983	1.0	0.0
14334	5430440P10Rik	1.0	0.0
14333	Gm18325	1.0	0.0
14332	Gm11434	1.0	0.0
14331	Gm24458	1.0	0.0
14330	Adm2	1.0	0.0
14329	4930555A03Rik	1.0	0.0
14328	Gm14886	1.0	0.0
14327	Gm38642-1	1.0	0.0
14326	Gm43575	1.0	0.0
14325	Gm16081	1.0	0.0
14324	Gm37041	1.0	0.0
14323	Gm9480	1.0	0.0
14322	Uox	1.0	0.0
14321	Gm22070	1.0	0.0
14320	Mcoln2	1.0	0.0
14319	1700019J19Rik	1.0	0.0
14318	Gm47557	1.0	0.0
14316	Gm38281	1.0	0.0
14291	Gm37102	1.0	0.0
14290	Lrriq3	1.0	0.0
14289	Trim52	1.0	0.0
14262	Gm10650	1.0	0.0
14261	Tac4	1.0	0.0
14260	Gm20686	1.0	0.0
14259	Gm20416	1.0	0.0
14258	Trpc6	1.0	0.0
14257	CN725425	1.0	0.0
14256	Gm42807	1.0	0.0
14255	Gm47051	1.0	0.0
14254	Gm18160	1.0	0.0
14253	Pet2	1.0	0.0
14252	Gm18485	1.0	0.0
14251	Gm47519	1.0	0.0
14250	Gm5671	1.0	0.0
14249	Mir142hg	1.0	0.0
14248	Gbp5	1.0	0.0
14247	Gm6227	1.0	0.0
14246	Stpg2	1.0	0.0
14245	Gm6746	1.0	0.0
14244	Gm43613	1.0	0.0
14243	Gm43863	1.0	0.0
14242	Gm47333	1.0	0.0
14263	Gm43824	1.0	0.0
14264	Dlx4os	1.0	0.0
14265	Gm42628	1.0	0.0
14266	Gm42630	1.0	0.0
14288	Slamf7	1.0	0.0
14287	Gm23247	1.0	0.0
14286	Gm20752	1.0	0.0
14285	Gm49464	1.0	0.0
14284	Olfr215	1.0	0.0
14283	Gm43614	1.0	0.0
14282	Glipr1l2	1.0	0.0
14281	Tacr3	1.0	0.0
14280	Gm30978	1.0	0.0
14279	Gm8940	1.0	0.0
14339	Mdm4-ps	1.0	0.0
14278	Gm11540	1.0	0.0
14276	Gimd1	1.0	0.0
14275	Hils1	1.0	0.0
14274	5830437K03Rik	1.0	0.0
14273	Mmp27	1.0	0.0
14272	Lncbate1	1.0	0.0
14271	Mmp3	1.0	0.0
14270	Tbx22	1.0	0.0
14269	6330410L21Rik	1.0	0.0
14268	Gm30085	1.0	0.0
14267	Gm28294	1.0	0.0
14277	Gm47062	1.0	0.0
14441	Gm8049	1.0	0.0
14340	Gm44373	1.0	0.0
14342	Myh4	1.0	0.0
14414	Gm9102	1.0	0.0
14413	Gm47958	1.0	0.0
14412	Gm37815	1.0	0.0
14411	Gm8436	1.0	0.0
14410	Gm47899	1.0	0.0
14409	4930503E24Rik	1.0	0.0
14408	Gm43894	1.0	0.0
14407	Gm12947	1.0	0.0
14406	Gm10608	1.0	0.0
14405	Gm17638	1.0	0.0
14404	Gm22221	1.0	0.0
14403	Gm12943	1.0	0.0
14402	Aox1	1.0	0.0
14401	9330118I20Rik	1.0	0.0
14400	Gm12937	1.0	0.0
14399	Gm18839	1.0	0.0
14398	Tnfrsf13b	1.0	0.0
14397	Tlr12	1.0	0.0
14396	Gm24151	1.0	0.0
14395	Gm43171	1.0	0.0
14394	Tekt3	1.0	0.0
14415	Tssk3	1.0	0.0
14393	9130221F21Rik	1.0	0.0
14416	Gm8171	1.0	0.0
14418	Dcdc2b	1.0	0.0
14439	Gm12915	1.0	0.0
14438	Snord49a	1.0	0.0
14437	4930597O21Rik	1.0	0.0
14436	Gm12905	1.0	0.0
14435	Gm44050	1.0	0.0
14434	1700121C08Rik	1.0	0.0
14433	Gm41277	1.0	0.0
14432	5730412P04Rik	1.0	0.0
14431	Tacstd2	1.0	0.0
14430	Gm29018	1.0	0.0
14429	Gm24713	1.0	0.0
14428	Gm29642	1.0	0.0
14427	Gm49119	1.0	0.0
14426	Gm9728	1.0	0.0
14425	Csf2rb	1.0	0.0
14424	4921515E04Rik	1.0	0.0
14423	Gm44281	1.0	0.0
14422	Gm12929	1.0	0.0
14421	Gm19207	1.0	0.0
14420	Gm31497	1.0	0.0
14419	Vmn1r-ps15	1.0	0.0
14417	1810063I02Rik	1.0	0.0
14392	Gm20420	1.0	0.0
14391	Llph-ps1	1.0	0.0
14390	Tspan1	1.0	0.0
14363	Gm38106	1.0	0.0
14362	Pinc	1.0	0.0
14361	Gm12290	1.0	0.0
14360	Igkv4-92	1.0	0.0
14359	Gm12856	1.0	0.0
14358	Gm43218	1.0	0.0
14357	Olfr1335	1.0	0.0
14356	Olfr1342	1.0	0.0
14355	Gm6157	1.0	0.0
14354	5430403N17Rik	1.0	0.0
14353	Tmem125	1.0	0.0
14352	Gm43906	1.0	0.0
14351	Gm12297	1.0	0.0
14350	Gm6063	1.0	0.0
14349	Gm12842	1.0	0.0
14348	Il24	1.0	0.0
14347	Gm12844	1.0	0.0
14346	Npsr1	1.0	0.0
14345	Gm12826	1.0	0.0
14344	Myh2	1.0	0.0
14343	Myh1	1.0	0.0
14364	Gm12956	1.0	0.0
14365	Gm12955	1.0	0.0
14366	Gm15848	1.0	0.0
14367	Myh13	1.0	0.0
14389	Gm39307	1.0	0.0
14388	Mfsd6l	1.0	0.0
14387	Ccdc42	1.0	0.0
14386	1700015I17Rik	1.0	0.0
14385	Rnf222	1.0	0.0
14384	Cyp4b1	1.0	0.0
14383	Gm22608	1.0	0.0
14382	Rcvrn	1.0	0.0
14381	Cyp4a28-ps	1.0	0.0
14380	Avpr1a	1.0	0.0
14341	C530043A13Rik	1.0	0.0
14379	6530413G14Rik	1.0	0.0
14377	Zc3h12d	1.0	0.0
14376	Gm12306	1.0	0.0
14375	Dmrta2os	1.0	0.0
14374	Gm25371	1.0	0.0
14373	9630013D21Rik	1.0	0.0
14372	Sh2d6	1.0	0.0
14371	Gm16575	1.0	0.0
14370	Gm15021	1.0	0.0
14369	Gm49552	1.0	0.0
14368	1700024B18Rik	1.0	0.0
14378	Gm15741	1.0	0.0
14644	Gm23780	1.0	0.0
13836	Gm13259	1.0	0.0
13834	Crhr2	1.0	0.0
13303	AC091283.1	1.0	0.0
13302	Gm40614	1.0	0.0
13301	AC122848.2	1.0	0.0
13300	Gm17748	1.0	0.0
13299	1700026N04Rik	1.0	0.0
13298	Gm36101	1.0	0.0
13297	Pabpc6	1.0	0.0
13296	Gm8588	1.0	0.0
13295	Gm40457	1.0	0.0
13294	Gm34684	1.0	0.0
13293	Gm15193	1.0	0.0
13292	Gm34883	1.0	0.0
13291	Pcdhga11	1.0	0.0
13290	Pcdhgb7	1.0	0.0
13289	Taf7l	1.0	0.0
13288	Gm5903	1.0	0.0
13287	Pcdhga9	1.0	0.0
13286	Pcdhga7	1.0	0.0
13285	Gm36550	1.0	0.0
13284	Pcdhac2	1.0	0.0
13283	4930513N20Rik	1.0	0.0
13304	Gm6944	1.0	0.0
13282	Omd	1.0	0.0
13305	E430024P14Rik	1.0	0.0
13307	Gm232	1.0	0.0
13328	Gm22089	1.0	0.0
13327	Gm48703	1.0	0.0
13326	Cidea	1.0	0.0
13325	Gm18132	1.0	0.0
13324	Gm44749	1.0	0.0
